cell_line,replicate,dna_count,rna_count,rna_dna_ratio,log2,n_obs_bc,sequence_name
WTC11,1,0.346459600724724,0.100212932201852,0.289248535737576,-1.78961843888903,75,phobic_citied_nandoo
WTC11,1,0.269869569620687,0.272945484581156,1.01139778362115,0.016350522056894,93,frigid_giddying_sambar
WTC11,1,0.0973323340027937,0.0583062178929724,0.599042635629172,-0.739269407362804,41,dacite_fatherly_grouse
WTC11,1,0.238428321239509,1.28146121654258,5.37461829148774,2.42616229730073,103,binding_lucid_gemsbok
WTC11,1,0.135788950655272,0.12612293434514,0.928815884772015,-0.106535449249509,144,newborn_topazine_wasp
WTC11,1,0.148757447036514,0.0616391774196701,0.414360280090987,-1.27104237965776,77,dacite_culm_bilby
WTC11,1,0.14399852153838,0.0828055277966249,0.575044291510694,-0.798255014166135,34,peppery_docile_prawn
WTC11,1,0.202969344644573,0.0609808150440261,0.300443474115817,-1.73483450922127,48,baggy_balanced_cavy
WTC11,1,0.155990150995241,0.0771276613497693,0.494439301825679,-1.01613467062677,96,alchemic_fumbling_marten
WTC11,1,0.254707062291005,0.104602631804439,0.41067817619022,-1.28391981165294,92,catching_suffixal_hoiho
WTC11,1,0.235508693096257,0.101411808644122,0.430607496100678,-1.21555466044227,71,zippered_grownup_eyra
WTC11,3,0.196628208293014,0.0991022449168117,0.504008279265457,-0.988480662040917,76,uncheery_knotty_liger
WTC11,3,0.26242339595004,0.101918950741002,0.388376007299309,-1.36447401673443,61,wired_cork_doe
WTC11,3,0.179762653086598,0.0921874208890841,0.512828550904142,-0.963451510970496,73,dacite_culm_bilby
WTC11,3,0.119456959367759,0.114983993520706,0.962555837092063,-0.0550578621828195,84,deathly_acardiac_wombat
WTC11,3,0.191760172037442,0.0459534862059015,0.239640409776692,-2.06105688931168,58,bleached_liquid_rhea
WTC11,3,0.26543177703236,0.05830657389566,0.219666893495392,-2.18661064064299,20,depleted_rhyolite_nandu
WTC11,3,0.13795278573871,0.050914133276746,0.369069265286023,-1.43803649457194,69,teen_probable_anole
WTC11,3,0.146107041231326,0.075659720888416,0.517837608993988,-0.949428347226082,62,expected_sphene_oriole
WTC11,3,0.337126352272314,0.116524265818918,0.345639743180906,-1.53265898041426,81,aromatic_halite_roan
WTC11,3,0.2732385940039,0.0878885856515463,0.321655094046823,-1.63641355808251,50,charming_queasy_hydra
WTC11,3,0.281797080852768,1.38120204345467,4.90140649887113,2.29319580183561,111,trusting_lazuline_mammal
WTC11,3,0.208901982356279,0.340364625115915,1.62930299309189,0.704254919384291,29,friendly_undyed_mole
WTC11,3,0.234903137211521,0.145159074594404,0.617952898873774,-0.69443121654877,107,inhumane_cold_hake
WTC11,3,0.259544556360814,0.11859367000245,0.456929907008271,-1.12995522187379,91,catching_suffixal_hoiho
WTC11,3,0.255649279107335,0.139140687705552,0.544263954865814,-0.877621601463122,32,main_kilted_saiga
WTC11,3,0.122963354999213,0.510871957427008,4.15466833537745,2.05473331213292,73,lilac_premium_fantail
WTC11,3,0.218994338914767,0.0591953936196792,0.270305588322619,-1.88733675629633,40,trendy_calx_sphinx
WTC11,3,0.24606243114081,1.94197332681233,7.89219759314265,2.98042707657319,119,mucky_abasic_redhead
WTC11,3,0.231571290881205,0.0968305602195782,0.41814578936407,-1.25792205946667,69,slippery_crumbly_bats
WTC11,3,0.130926128414708,0.0748367881444296,0.571595517644762,-0.806933491779436,96,baleful_bared_basenji
WTC11,3,0.175565737760593,0.0810124993069507,0.461436840355615,-1.11579490387771,77,milky_heavy_cougar
WTC11,3,0.270075202714106,0.831663767657187,3.07937848162078,1.62263919768475,54,godly_marshy_anchovy
WTC11,3,0.0822701137552859,0.0517936055349746,0.629555535671626,-0.66759444529249,140,gemstone_whitish_moose
WTC11,3,0.152156972725848,0.297363526867866,1.95432073562378,0.966667256314266,149,stony_dentine_gorilla
WTC11,3,0.162367726671146,1.05836843508819,6.51834238728836,2.70450513413688,125,flimsy_novel_lice
WTC11,3,0.127694206248,0.424284443972883,3.32266009899355,1.73233871596776,41,hasty_prime_whelp
WTC11,3,0.156585183453242,0.0828218379199716,0.528925126205845,-0.918864583695004,98,alchemic_fumbling_marten
WTC11,3,0.27401529187837,0.870776062069363,3.17783747067621,1.6680453404682,142,allied_antique_cooter
WTC11,3,0.185802243922652,0.293354949912539,1.57885579699813,0.658879410301388,59,skilled_freaky_sunbear
WTC11,3,0.273410241331032,0.0980968709460766,0.358790038253562,-1.4787882602648,73,zippered_grownup_eyra
WTC11,3,0.303265942195727,0.0855585595208054,0.282123864293295,-1.82559938911484,22,brown_feudal_tick
WTC11,3,0.245662979142204,0.0946653607425275,0.385346465605343,-1.37577193625401,87,nickelic_binding_owl
WTC11,3,0.139119197651796,0.438648993427998,3.1530443018073,1.65674544073126,80,sylphic_jazzy_redhead
WTC11,3,0.203050630843791,0.0904702546044072,0.445555151581907,-1.16632407281683,137,banal_charming_duck
WTC11,3,0.395371228351193,0.6808182679019,1.72197221012035,0.784061860130184,130,interior_male_hart
WTC11,3,0.178836684647435,0.0680635207370709,0.380590374235877,-1.39368902097321,61,boarish_quixotic_redpoll
WTC11,3,0.148928748410589,0.0680937487995744,0.4572236692129,-1.12902800504408,69,unlovely_snotty_antlion
WTC11,3,0.161411215762922,0.0531006297978332,0.328977323830003,-1.60393995142982,34,grouchy_diagonal_bear
WTC11,3,0.228552617968867,0.0785412566127394,0.343646278527591,-1.5410037589162,75,denim_illegal_tenrec
WTC11,3,0.233229243122128,0.114299394858953,0.490073171480906,-1.02893092473809,188,academic_lunatic_eagle
WTC11,3,0.268955394422217,0.106752477206025,0.396915174114114,-1.33309737709304,33,nearby_ashy_esok
WTC11,3,0.185459856495276,0.842960666349471,4.54524597548657,2.18435837098974,131,cultural_lean_gonolek
WTC11,3,0.296122326251727,0.0886556011284596,0.299388439401545,-1.73990958070569,127,kneedeep_crazy_halcyon
WTC11,3,0.123380826361227,0.061443319959667,0.497997312643836,-1.00579013782668,78,aurous_lambskin_manatee
WTC11,3,0.292964943525609,0.263691480443122,0.900078614423273,-0.151877080461215,149,acrylic_native_minnow
WTC11,3,0.105455327631776,0.0475884536942519,0.451266472381739,-1.14794849986327,33,dacite_fatherly_grouse
WTC11,3,0.130950022224073,0.0543389667962512,0.414959584376931,-1.26895726507444,168,comfy_exciting_sponge
WTC11,3,0.19623189171041,0.368901207916772,1.87992484147877,0.910674984778797,38,carroty_purply_fox
WTC11,3,0.186540726609149,0.562486948169897,3.01535733453238,1.59232897864625,101,roseate_shelled_caribou
WTC11,3,0.167273967967644,0.0919836467491878,0.549898157297137,-0.86276364273601,86,reserved_kneedeep_duiker
WTC11,3,0.271656811733468,0.252740189265462,0.930365734813357,-0.104130131271802,92,frigid_giddying_sambar
WTC11,3,0.259520539619531,0.0779850425854453,0.300496610787627,-1.73457937558969,149,foilable_dramatic_duck
WTC11,3,0.122005660740988,0.110248697823836,0.903635922745328,-0.14618647075176,70,trivial_moudly_rasbora
WTC11,3,0.169589384028243,0.0805880146343586,0.475194925060508,-1.0734086662174,34,peppery_docile_prawn
WTC11,3,0.125271658428516,0.075013649877301,0.598807829466921,-0.739835009998624,129,atomic_decayed_moose
WTC11,3,0.224092571217523,0.0628617749812584,0.280516996345406,-1.83383990943521,47,baggy_balanced_cavy
WTC11,3,0.112617399063442,0.0616520330536077,0.547446785011228,-0.869209361646923,60,hoggish_hennish_langur
WTC11,3,0.216134824719964,0.809709034260698,3.74631452987644,1.90547202922425,123,heroic_voltaic_antbear
WTC11,3,0.117604558925759,0.429188107445675,3.64941726210301,1.86766611325486,123,separate_resident_pygmy
WTC11,3,0.26585376713893,0.0996785178730952,0.374937391129783,-1.41527838740592,33,agrarian_mopey_pig
WTC11,3,0.195343440232194,0.0841801160618591,0.430933928274218,-1.21446140575441,59,nonfatal_smashed_cock
WTC11,3,0.124809728040385,0.118283388189373,0.947709686148017,-0.0774829118178375,143,newborn_topazine_wasp
WTC11,3,0.294540979191314,0.0950285026472536,0.322632534556522,-1.63203616638555,77,phobic_citied_nandoo
WTC11,3,0.228309723404005,0.125338603391903,0.548984955713473,-0.865161480474656,70,decisive_shapely_rhea
WTC11,3,0.279989406464854,0.0911929036843707,0.325701264329149,-1.6183787747917,81,windowy_real_joey
WTC11,3,0.25201044314778,1.34713659444851,5.34555861107132,2.41834071750841,102,binding_lucid_gemsbok
WTC11,3,0.264948323149399,0.0955403914648994,0.36060009865028,-1.47152830343533,45,normal_scarred_seabird
